order_number,line_item,order_date,delivery_date,customerkey,productkey,quantity,currency_code,open_date,gender,first_name,last_name,city,state_code,state,zip_code,country,continent,birthday,year,month,age,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,Exchange_Rate,Generation
1423002,1,2018-11-23,2018-11-30,1093798,669,1,GBP,2010-01-01,Male,Sean,Brennan,CONISBY,Argyllshire,Argyllshire,PA49 2SJ,United Kingdom,Europe,1935-10-08,1935,October,89,Proseware Wireless Photo All-in-One Printer M390 Black,Proseware,Black,86.4500,188.0000,306,"Printers, Scanners & Fax",3,Computers,0.7794,Early Era (1935-1950)
1979005,2,2020-01-06,2020-04-06,542584,669,1,EUR,2010-01-01,Female,Kathrin,Schroeder,Lichte,TH,Freistaat Thuringen,98739,Germany,Europe,1966-03-04,1966,March,58,Proseware Wireless Photo All-in-One Printer M390 Black,Proseware,Black,86.4500,188.0000,306,"Printers, Scanners & Fax",3,Computers,0.8996,Digital Revolution (1951-1970)
1259013,2,2018-12-06,2018-06-19,457830,853,2,EUR,2010-01-01,Male,Felix,Decker,Ruppertshofen,BW,Baden-Wurttemberg,73577,Germany,Europe,1954-08-24,1954,August,70,Contoso Laptop Keyboard X105 Silver,Contoso,Silver,76.5000,230.9000,308,Computers Accessories,3,Computers,0.8483,Digital Revolution (1951-1970)
1404001,4,2018-04-11,2018-10-11,1135020,853,2,GBP,2010-01-01,Female,Zara,Lane,HOSE,Melton,Melton,LE14 5YA,United Kingdom,Europe,1968-04-25,1968,April,56,Contoso Laptop Keyboard X105 Silver,Contoso,Silver,76.5000,230.9000,308,Computers Accessories,3,Computers,0.7696,Digital Revolution (1951-1970)
1260005,3,2018-06-13,2018-06-17,761908,2470,3,EUR,2010-01-01,Female,Edda, Zito,Borsea,RO,Rovigo,45100,Italy,Europe,1980-08-16,1980,August,44,Litware 80mm LED Dual PCI Slot Fan E1501 Pink,Litware,Pink,15.8000,30.9900,808,Fans,8,Home Appliances,0.8501,Tech Boom (1971-1990)
1260013,1,2018-06-13,2018-06-14,12160,1912,5,AUD,2010-01-01,Male,Jett,Creal,Oakhurst,NSW,New South Wales,2761,Australia,Australia,1956-05-09,1956,May,68,Fabrikam Refrigerator 4.6CuFt E2800 Silver,Fabrikam,Silver,152.9400,299.9900,802,Refrigerators,8,Home Appliances,1.3181,Digital Revolution (1951-1970)
1260013,3,2018-06-13,2018-06-14,12160,641,2,AUD,2010-01-01,Male,Jett,Creal,Oakhurst,NSW,New South Wales,2761,Australia,Australia,1956-05-09,1956,May,68,WWI Screen 106in M1609 Silver,Wide World Importers,Silver,115.4300,251.0000,305,Projectors & Screens,3,Computers,1.3181,Digital Revolution (1951-1970)
1662018,6,2019-07-20,2019-07-23,537758,641,3,EUR,2010-01-01,Male,Dennis,Nadel,Friedland,MV,Mecklenburg-Vorpommern,17095,Germany,Europe,1970-09-04,1970,September,54,WWI Screen 106in M1609 Silver,Wide World Importers,Silver,115.4300,251.0000,305,Projectors & Screens,3,Computers,0.8908,Digital Revolution (1951-1970)
1806029,1,2019-11-12,2019-12-13,382178,1360,10,CAD,2010-01-01,Male,Troy,Ruch,Halifax,NS,Nova Scotia,B3K 5M1,Canada,North America,1935-08-17,1935,August,89,Contoso In front of Centrex L15 White,Contoso,White,15.5700,46.9900,501,Home & Office Phones,5,Cell phones,1.3238,Early Era (1935-1950)
1713020,2,2019-09-09,2019-09-14,1501073,1360,9,USD,2010-01-01,Female,Hilda,Young,Providence,RI,Rhode Island,2903,United States,North America,1997-12-26,1997,December,27,Contoso In front of Centrex L15 White,Contoso,White,15.5700,46.9900,501,Home & Office Phones,5,Cell phones,1.0000,Modern Era (1991-2015)
1886049,1,2020-02-29,2020-06-03,1385828,1360,1,USD,2010-01-01,Female,Shavonne,Mendoza,West Palm Beach,FL,Florida,33417,United States,North America,2001-11-11,2001,November,23,Contoso In front of Centrex L15 White,Contoso,White,15.5700,46.9900,501,Home & Office Phones,5,Cell phones,1.0000,Modern Era (1991-2015)
1960016,3,2020-05-13,2020-05-18,1104029,1360,6,GBP,2010-01-01,Male,Harrison,Gardiner,BROOME,Shropshire,Shropshire,SY7 3HR,United Kingdom,Europe,1965-07-27,1965,July,59,Contoso In front of Centrex L15 White,Contoso,White,15.5700,46.9900,501,Home & Office Phones,5,Cell phones,0.8114,Digital Revolution (1951-1970)
2065008,2,2020-08-26,2020-08-30,446735,1360,4,EUR,2010-01-01,Female,Sandra,Schaefer,Nurnberg,BY,Freistaat Bayern,90243,Germany,Europe,2001-07-23,2001,July,23,Contoso In front of Centrex L15 White,Contoso,White,15.5700,46.9900,501,Home & Office Phones,5,Cell phones,0.8482,Modern Era (1991-2015)
1266015,3,2018-06-19,2018-06-22,1604320,605,3,USD,2010-01-01,Female,Anne,Nix,Memphis,TN,Tennessee,38104,United States,North America,1936-02-16,1936,February,88,Contoso Screen 125in M250 Silver,Contoso,Silver,152.0800,459.0000,305,Projectors & Screens,3,Computers,1.0000,Early Era (1935-1950)
1454016,1,2018-12-24,2018-12-28,1065072,605,2,GBP,2010-01-01,Female,Lydia,Pickering,HERMON,Pembrokeshire,Pembrokeshire,SA36 2UW,United Kingdom,Europe,2000-03-29,2000,March,24,Contoso Screen 125in M250 Silver,Contoso,Silver,152.0800,459.0000,305,Projectors & Screens,3,Computers,0.7893,Modern Era (1991-2015)
1466019,2,2019-05-01,2019-10-01,1118302,605,7,GBP,2010-01-01,Female,Lydia,Webster,PILSBURY,Derbyshire Dales,Derbyshire Dales,SK17 0FL,United Kingdom,Europe,1974-07-27,1974,July,50,Contoso Screen 125in M250 Silver,Contoso,Silver,152.0800,459.0000,305,Projectors & Screens,3,Computers,0.7892,Tech Boom (1971-1990)
1267010,2,2018-06-20,2018-06-23,645495,225,2,EUR,2010-01-01,Female,Dorene,Doyon,AIX-EN-PROVENCE,PA,Provence-Alpes-Cote d'Azur,13090,France,Europe,1935-09-16,1935,September,89,Litware Home Theater System 5.1 Channel M511 Brown,Litware,Brown,321.4400,699.0000,203,Home Theater System,2,TV and Video,0.8637,Early Era (1935-1950)
1267010,3,2018-06-20,2018-06-23,645495,1499,2,EUR,2010-01-01,Female,Dorene,Doyon,AIX-EN-PROVENCE,PA,Provence-Alpes-Cote d'Azur,13090,France,Europe,1935-09-16,1935,September,89,The Phone Company Smart phones Unlocked International M800 White,The Phone Company,White,142.5600,310.0000,504,Smart phones & PDAs,5,Cell phones,0.8637,Early Era (1935-1950)
1658002,3,2019-07-16,2019-07-19,83985,1499,4,AUD,2010-01-01,Male,Koby,Maccallum,CANUNDA,SA,South Australia,5291,Australia,Australia,1998-08-14,1998,August,26,The Phone Company Smart phones Unlocked International M800 White,The Phone Company,White,142.5600,310.0000,504,Smart phones & PDAs,5,Cell phones,1.4216,Modern Era (1991-2015)
1792037,2,2019-11-27,2019-04-12,593404,1499,2,EUR,2010-01-01,Male,Bernd,Kortig,Memmelsdorf,BY,Freistaat Bayern,96117,Germany,Europe,1983-04-03,1983,April,41,The Phone Company Smart phones Unlocked International M800 White,The Phone Company,White,142.5600,310.0000,504,Smart phones & PDAs,5,Cell phones,0.9083,Tech Boom (1971-1990)
1267015,2,2018-06-20,2018-06-24,1008873,7,4,GBP,2010-01-01,Female,Samantha,Booth,DURDAR,Carlisle,Carlisle,CA2 5EZ,United Kingdom,Europe,1995-03-15,1995,March,29,Contoso 2G MP3 Player E200 Blue,Contoso,Blue,11.0000,21.5700,101,MP4&MP3,1,Audio,0.7590,Modern Era (1991-2015)
1464016,1,2019-03-01,2019-07-01,624293,7,1,EUR,2010-01-01,Female,Fanchon,Bourassa,SAINT-PRIEST,RA,Rhone-Alpes,69800,France,Europe,1984-08-23,1984,August,40,Contoso 2G MP3 Player E200 Blue,Contoso,Blue,11.0000,21.5700,101,MP4&MP3,1,Audio,0.8812,Tech Boom (1971-1990)
1476011,1,2019-01-15,2019-01-20,1226535,7,7,USD,2010-01-01,Female,Marilynn,Furey,Evansville,IN,Indiana,47714,United States,North America,1951-08-27,1951,August,73,Contoso 2G MP3 Player E200 Blue,Contoso,Blue,11.0000,21.5700,101,MP4&MP3,1,Audio,1.0000,Digital Revolution (1951-1970)
1802033,2,2019-07-12,2019-12-13,221062,7,5,CAD,2010-01-01,Male,George,Gray,Kitchener,ON,Ontario,N2R 1J4,Canada,North America,1962-08-17,1962,August,62,Contoso 2G MP3 Player E200 Blue,Contoso,Blue,11.0000,21.5700,101,MP4&MP3,1,Audio,1.3176,Digital Revolution (1951-1970)
1828016,3,2020-02-01,2020-06-01,1266756,7,2,USD,2010-01-01,Female,Sylvia,Divine,San Diego,CA,California,92101,United States,North America,1999-07-30,1999,July,25,Contoso 2G MP3 Player E200 Blue,Contoso,Blue,11.0000,21.5700,101,MP4&MP3,1,Audio,1.0000,Modern Era (1991-2015)
2011004,3,2020-03-07,2020-07-07,499646,7,1,EUR,2010-01-01,Female,Ines,Gerste,Sehlde,NI,Niedersachsen,38279,Germany,Europe,1989-09-19,1989,September,35,Contoso 2G MP3 Player E200 Blue,Contoso,Blue,11.0000,21.5700,101,MP4&MP3,1,Audio,0.8909,Tech Boom (1971-1990)
2126000,6,2020-10-26,2020-10-30,2001755,7,9,USD,2010-01-01,Female,Mie,Huus,Lincoln,NE,Nebraska,68501,United States,North America,1960-01-09,1960,January,64,Contoso 2G MP3 Player E200 Blue,Contoso,Blue,11.0000,21.5700,101,MP4&MP3,1,Audio,1.0000,Digital Revolution (1951-1970)
1268007,5,2018-06-21,2018-06-26,1811110,1559,2,USD,2010-01-01,Male,Phillip,Beatty,Hickory Hills,IL,Illinois,60457,United States,North America,1955-10-26,1955,October,69,The Phone Company PDA Phone 3.5 inches M320 White,The Phone Company,White,137.5000,299.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Digital Revolution (1951-1970)
1295013,7,2018-07-18,2018-07-22,284579,1559,7,CAD,2010-01-01,Male,Michael,Moore,Hamilton,ON,Ontario,L9H 1E6,Canada,North America,1992-01-11,1992,January,32,The Phone Company PDA Phone 3.5 inches M320 White,The Phone Company,White,137.5000,299.0000,504,Smart phones & PDAs,5,Cell phones,1.3254,Modern Era (1991-2015)
1710011,3,2019-06-09,2019-10-09,1475761,1559,8,USD,2010-01-01,Female,Ana,Phillips,Woodford,WI,Wisconsin,53599,United States,North America,1951-12-02,1951,December,73,The Phone Company PDA Phone 3.5 inches M320 White,The Phone Company,White,137.5000,299.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Digital Revolution (1951-1970)
1622019,1,2019-10-06,2019-06-13,1211796,1559,2,USD,2010-01-01,Female,Heather,Martin,Worcester,MA,Massachusetts,1610,United States,North America,1940-05-03,1940,May,84,The Phone Company PDA Phone 3.5 inches M320 White,The Phone Company,White,137.5000,299.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Early Era (1935-1950)
1626022,2,2019-06-14,2019-06-17,883396,1559,2,EUR,2010-01-01,Female,Odette,Navis,Brielle,ZH,Zuid-Holland,3232 LE,Netherlands,Europe,1941-06-01,1941,June,83,The Phone Company PDA Phone 3.5 inches M320 White,The Phone Company,White,137.5000,299.0000,504,Smart phones & PDAs,5,Cell phones,0.8877,Early Era (1935-1950)
1826033,1,2019-12-31,2020-02-01,778636,1559,2,EUR,2010-01-01,Male,Ivo,Cremonesi,Pescara,PE,Pescara,65124,Italy,Europe,1962-11-14,1962,November,62,The Phone Company PDA Phone 3.5 inches M320 White,The Phone Company,White,137.5000,299.0000,504,Smart phones & PDAs,5,Cell phones,0.8902,Digital Revolution (1951-1970)
2196009,3,2021-04-01,2021-05-01,1635725,1559,5,USD,2010-01-01,Female,Sarah,Stage,Los Angeles,CA,California,90017,United States,North America,1946-07-03,1946,July,78,The Phone Company PDA Phone 3.5 inches M320 White,The Phone Company,White,137.5000,299.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Early Era (1935-1950)
1268007,6,2018-06-21,2018-06-26,1811110,1884,4,USD,2010-01-01,Male,Phillip,Beatty,Hickory Hills,IL,Illinois,60457,United States,North America,1955-10-26,1955,October,69,Contoso Washer & Dryer 24in M240 Green,Contoso,Green,836.0300,1818.0000,801,Washers & Dryers,8,Home Appliances,1.0000,Digital Revolution (1951-1970)
1273001,2,2018-06-26,2018-06-29,578764,2275,7,EUR,2010-01-01,Female,Franziska,Eggers,Dettingen,BW,Baden-Wurttemberg,88451,Germany,Europe,1965-05-29,1965,May,59,Proseware Wall Lamp E0315 Black,Proseware,Black,52.0000,101.9900,806,Lamps,8,Home Appliances,0.8568,Digital Revolution (1951-1970)
1273012,2,2018-06-26,2018-06-30,1530958,1920,8,USD,2010-01-01,Female,Anne,Whitacre,Elmsford,NY,New York,10523,United States,North America,1952-09-16,1952,September,72,Fabrikam Refrigerator 1.7CuFt E1200 Green,Fabrikam,Green,66.2700,129.9900,802,Refrigerators,8,Home Appliances,1.0000,Digital Revolution (1951-1970)
1394029,2,2018-10-25,2018-10-28,948832,1920,3,GBP,2010-01-01,Male,Ellis,Rice,BIRTHORPE,North Kesteven,North Kesteven,NG34 2YB,United Kingdom,Europe,1981-09-04,1981,September,43,Fabrikam Refrigerator 1.7CuFt E1200 Green,Fabrikam,Green,66.2700,129.9900,802,Refrigerators,8,Home Appliances,0.7755,Tech Boom (1971-1990)
1274004,2,2018-06-27,2018-02-07,1947294,568,3,USD,2010-01-01,Female,Lucinda,Dwyer-Gray,Los Angeles,CA,California,90031,United States,North America,1992-12-30,1992,December,32,Proseware Projector 480p DLP12 Silver,Proseware,Silver,254.4000,499.0000,305,Projectors & Screens,3,Computers,1.0000,Modern Era (1991-2015)
1477019,2,2019-01-16,2019-01-22,324163,568,2,CAD,2010-01-01,Male,Virgil,Soto,Kitchener,ON,Ontario,N2H 5A5,Canada,North America,1999-01-18,1999,January,25,Proseware Projector 480p DLP12 Silver,Proseware,Silver,254.4000,499.0000,305,Projectors & Screens,3,Computers,1.3259,Modern Era (1991-2015)
1771008,2,2019-06-11,2019-09-11,1692220,568,1,USD,2010-01-01,Female,Mariela,Barnes,Saginaw,MI,Michigan,48607,United States,North America,1945-04-30,1945,April,79,Proseware Projector 480p DLP12 Silver,Proseware,Silver,254.4000,499.0000,305,Projectors & Screens,3,Computers,1.0000,Early Era (1935-1950)
1275003,1,2018-06-28,2018-05-07,2052994,1942,3,USD,2010-01-01,Female,Rachel,Sunderland,Wichita,KS,Kansas,67202,United States,North America,1997-04-25,1997,April,27,Litware Refrigerator 4.6CuFt E280 White,Litware,White,152.9400,299.9900,802,Refrigerators,8,Home Appliances,1.0000,Modern Era (1991-2015)
1276012,3,2018-06-29,2018-04-07,345242,308,3,CAD,2010-01-01,Female,Susan,Santiago,Stettler,AB,Alberta,T0C 2L2,Canada,North America,1995-02-25,1995,February,29,SV Car Video LCD7W M7080 Silver,Southridge Video,Silver,229.9300,500.0000,205,Car Video,2,TV and Video,1.3246,Modern Era (1991-2015)
1277004,1,2018-06-30,2018-07-07,1097022,1531,1,GBP,2010-01-01,Male,Harvey,Walsh,NETHERHAMPTON,Wiltshire,Wiltshire,SP2 3EY,United Kingdom,Europe,1965-09-15,1965,September,59,The Phone Company PDA Handheld 4.7 inch L650 Black,The Phone Company,Black,128.8800,389.0000,504,Smart phones & PDAs,5,Cell phones,0.7600,Digital Revolution (1951-1970)
1284002,4,2018-07-07,2018-12-07,1521733,1531,3,USD,2010-01-01,Female,Lisa,Sherman,Richmond,VA,Virginia,23222,United States,North America,1947-06-26,1947,June,77,The Phone Company PDA Handheld 4.7 inch L650 Black,The Phone Company,Black,128.8800,389.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Early Era (1935-1950)
1307003,1,2018-07-30,2018-06-08,1528611,1531,5,USD,2010-01-01,Male,Richard,Watkins,Northampton,PA,Pennsylvania,18067,United States,North America,1998-07-10,1998,July,26,The Phone Company PDA Handheld 4.7 inch L650 Black,The Phone Company,Black,128.8800,389.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Modern Era (1991-2015)
1393012,1,2018-10-24,2018-10-30,1192075,1531,1,GBP,2010-01-01,Male,Ellis,Duffy,WASBISTER,Orkney Islands,Orkney Islands,KW17 8LR,United Kingdom,Europe,1937-11-12,1937,November,87,The Phone Company PDA Handheld 4.7 inch L650 Black,The Phone Company,Black,128.8800,389.0000,504,Smart phones & PDAs,5,Cell phones,0.7747,Early Era (1935-1950)
1637001,1,2019-06-25,2019-01-07,1433216,1531,2,USD,2010-01-01,Male,Kenneth,Tuttle,Pasadena,CA,California,91107,United States,North America,1955-06-02,1955,June,69,The Phone Company PDA Handheld 4.7 inch L650 Black,The Phone Company,Black,128.8800,389.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Digital Revolution (1951-1970)
1974002,6,2020-05-27,2020-05-31,1761592,1531,4,USD,2010-01-01,Male,James,Jackson,New York,NY,New York,10019,United States,North America,1937-06-26,1937,June,87,The Phone Company PDA Handheld 4.7 inch L650 Black,The Phone Company,Black,128.8800,389.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Early Era (1935-1950)
1277021,1,2018-06-30,2018-05-07,244193,2040,2,CAD,2010-01-01,Male,Daniel,Lippert,Etobicoke,ON,Ontario,M9W 1K7,Canada,North America,1959-03-15,1959,March,65,Litware Microwave 1.0CuFt E110 Red,Litware,Red,71.3700,139.9900,803,Microwaves,8,Home Appliances,1.3246,Digital Revolution (1951-1970)
1648007,1,2019-06-07,2019-10-07,921198,2040,3,GBP,2010-01-01,Male,Zachary,Evans,KNOTTY ASH,Liverpool,Liverpool,L14 7GU,United Kingdom,Europe,1984-05-14,1984,May,40,Litware Microwave 1.0CuFt E110 Red,Litware,Red,71.3700,139.9900,803,Microwaves,8,Home Appliances,0.7967,Tech Boom (1971-1990)
2002005,1,2020-06-24,2020-02-07,159255,2040,3,AUD,2010-01-01,Female,Indiana,Gillan,HUNTLEY,NSW,New South Wales,2800,Australia,Australia,1984-12-28,1984,December,40,Litware Microwave 1.0CuFt E110 Red,Litware,Red,71.3700,139.9900,803,Microwaves,8,Home Appliances,1.4488,Tech Boom (1971-1990)
1277024,1,2018-06-30,2018-03-07,1575801,354,1,USD,2010-01-01,Male,Dale,Frances,New Stanton,PA,Pennsylvania,15672,United States,North America,1967-03-27,1967,March,57,Fabrikam Laptop12 M2001 Silver,Fabrikam,Silver,195.2400,382.9500,301,Laptops,3,Computers,1.0000,Digital Revolution (1951-1970)
1792027,1,2019-11-27,2019-01-12,381223,354,5,CAD,2010-01-01,Female,Amy,Cribbs,Slave Lake,AB,Alberta,T0G 2A2,Canada,North America,1936-07-26,1936,July,88,Fabrikam Laptop12 M2001 Silver,Fabrikam,Silver,195.2400,382.9500,301,Laptops,3,Computers,1.3266,Early Era (1935-1950)
1797007,2,2019-02-12,2019-05-12,1706247,354,3,USD,2010-01-01,Female,Tracy,King,Mountain View,WY,Wyoming,82939,United States,North America,1974-10-13,1974,October,50,Fabrikam Laptop12 M2001 Silver,Fabrikam,Silver,195.2400,382.9500,301,Laptops,3,Computers,1.0000,Tech Boom (1971-1990)
1814022,2,2019-12-19,2019-12-27,1686814,354,3,USD,2010-01-01,Male,George,Shirley,Lexington,KY,Kentucky,40505,United States,North America,1984-09-28,1984,September,40,Fabrikam Laptop12 M2001 Silver,Fabrikam,Silver,195.2400,382.9500,301,Laptops,3,Computers,1.0000,Tech Boom (1971-1990)
1683028,1,2019-10-08,2019-08-14,1575801,303,3,USD,2010-01-01,Male,Dale,Frances,New Stanton,PA,Pennsylvania,15672,United States,North America,1967-03-27,1967,March,57,SV Car Video LCD9.2W X9281 Black,Southridge Video,Black,287.9200,869.0000,205,Car Video,2,TV and Video,1.0000,Digital Revolution (1951-1970)
1802026,1,2019-07-12,2019-11-12,1878983,303,1,USD,2010-01-01,Male,Thomas,Engle,Chico,CA,California,95928,United States,North America,1993-02-02,1993,February,31,SV Car Video LCD9.2W X9281 Black,Southridge Video,Black,287.9200,869.0000,205,Car Video,2,TV and Video,1.0000,Modern Era (1991-2015)
1280008,3,2018-03-07,2018-09-07,1998481,777,8,USD,2010-01-01,Female,Mette,Bruun,Nashville,TN,Tennessee,37214,United States,North America,1956-08-06,1956,August,68,Contoso Reserve Pen -Tablet Pen E200 Blue,Contoso,Blue,7.0900,13.9000,308,Computers Accessories,3,Computers,1.0000,Digital Revolution (1951-1970)
1667001,1,2019-07-25,2019-07-30,1624025,777,8,USD,2010-01-01,Female,Evelyn,Dinkins,Mineral Wells,TX,Texas,76067,United States,North America,1984-01-07,1984,January,40,Contoso Reserve Pen -Tablet Pen E200 Blue,Contoso,Blue,7.0900,13.9000,308,Computers Accessories,3,Computers,1.0000,Tech Boom (1971-1990)
1280009,2,2018-03-07,2018-05-07,1833543,1031,1,USD,2010-01-01,Male,Michael,Scott,Mansfield,OH,Ohio,44907,United States,North America,1959-04-10,1959,April,65,A. Datum Ultra Compact Digital Camera M190 Azure,A. Datum,Azure,75.8800,165.0000,401,Digital Cameras,4,Cameras and camcorders,1.0000,Digital Revolution (1951-1970)
1415015,3,2018-11-15,2018-11-19,1680415,1031,6,USD,2010-01-01,Male,Jesus,Ramirez,Manchester,NH,New Hampshire,3101,United States,North America,1969-07-18,1969,July,55,A. Datum Ultra Compact Digital Camera M190 Azure,A. Datum,Azure,75.8800,165.0000,401,Digital Cameras,4,Cameras and camcorders,1.0000,Digital Revolution (1951-1970)
1746034,1,2019-12-10,2019-10-15,463114,1031,3,EUR,2010-01-01,Male,Stefan,Krueger,Nussloch,BW,Baden-Wurttemberg,69226,Germany,Europe,1960-02-29,1960,February,64,A. Datum Ultra Compact Digital Camera M190 Azure,A. Datum,Azure,75.8800,165.0000,401,Digital Cameras,4,Cameras and camcorders,0.9056,Digital Revolution (1951-1970)
1894001,2,2020-08-03,2020-12-03,1370349,1031,2,USD,2010-01-01,Female,Carrie,Hall,Carbondale,PA,Pennsylvania,18407,United States,North America,1954-05-31,1954,May,70,A. Datum Ultra Compact Digital Camera M190 Azure,A. Datum,Azure,75.8800,165.0000,401,Digital Cameras,4,Cameras and camcorders,1.0000,Digital Revolution (1951-1970)
1840004,1,2020-01-14,2020-01-17,1096123,1031,1,GBP,2010-01-01,Male,David,Iqbal,BREOCH,Kirkcudbrightshire,Kirkcudbrightshire,DG7 9QN,United Kingdom,Europe,1991-07-19,1991,July,33,A. Datum Ultra Compact Digital Camera M190 Azure,A. Datum,Azure,75.8800,165.0000,401,Digital Cameras,4,Cameras and camcorders,0.7703,Modern Era (1991-2015)
2001009,1,2020-06-23,2020-06-26,367332,1031,1,CAD,2010-01-01,Female,Mary,Washington,Notre Dame Des Laurentides,QC,Quebec,J2N 1X1,Canada,North America,1981-11-21,1981,November,43,A. Datum Ultra Compact Digital Camera M190 Azure,A. Datum,Azure,75.8800,165.0000,401,Digital Cameras,4,Cameras and camcorders,1.3491,Tech Boom (1971-1990)
1282007,1,2018-05-07,2018-09-07,1265115,1153,2,USD,2010-01-01,Male,Scott,Collins,Lombard,IL,Illinois,60148,United States,North America,1937-05-07,1937,May,87,Fabrikam Trendsetter 1/2'' 3mm X300 Black,Fabrikam,Black,330.9900,999.0000,405,Camcorders,4,Cameras and camcorders,1.0000,Early Era (1935-1950)
1289010,1,2018-12-07,2018-07-13,314740,1153,1,CAD,2010-01-01,Female,Phyllis,Pruitt,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1939-01-15,1939,January,85,Fabrikam Trendsetter 1/2'' 3mm X300 Black,Fabrikam,Black,330.9900,999.0000,405,Camcorders,4,Cameras and camcorders,1.3183,Early Era (1935-1950)
1519004,2,2019-02-27,2019-01-03,579757,1153,4,EUR,2010-01-01,Female,Michelle,Hahn,Helmstadt-Bargen,BW,Baden-Wurttemberg,74921,Germany,Europe,1959-06-27,1959,June,65,Fabrikam Trendsetter 1/2'' 3mm X300 Black,Fabrikam,Black,330.9900,999.0000,405,Camcorders,4,Cameras and camcorders,0.8783,Digital Revolution (1951-1970)
1282014,3,2018-05-07,2018-07-07,1316290,700,2,USD,2010-01-01,Female,Jennifer,Arp,Baton Rouge,LA,Louisiana,70802,United States,North America,1960-10-25,1960,October,64,Proseware Photo Ink Jet Printer M100 White,Proseware,White,73.1200,159.0000,306,"Printers, Scanners & Fax",3,Computers,1.0000,Digital Revolution (1951-1970)
1812041,2,2019-12-17,2019-12-23,413347,700,7,EUR,2010-01-01,Female,Simone,Fassbinder,Berlin Spandau,BE,Berlin,13581,Germany,Europe,1973-02-11,1973,February,51,Proseware Photo Ink Jet Printer M100 White,Proseware,White,73.1200,159.0000,306,"Printers, Scanners & Fax",3,Computers,0.8959,Tech Boom (1971-1990)
1283009,1,2018-06-07,2018-11-07,205194,589,1,CAD,2010-01-01,Male,Angelo,Allison,Kitchener,ON,Ontario,N2H 5A5,Canada,North America,1972-06-05,1972,June,52,Contoso Projector 720p M620 White,Contoso,White,321.4400,699.0000,305,Projectors & Screens,3,Computers,1.3133,Tech Boom (1971-1990)
1386002,1,2018-10-17,2018-10-22,913935,589,2,GBP,2010-01-01,Female,Kate,Fraser,KINLET,Wyre Forest,Wyre Forest,DY12 8UR,United Kingdom,Europe,1960-05-12,1960,May,64,Contoso Projector 720p M620 White,Contoso,White,321.4400,699.0000,305,Projectors & Screens,3,Computers,0.7627,Digital Revolution (1951-1970)
1510023,1,2019-02-18,2019-02-20,1261289,589,4,USD,2010-01-01,Female,Peggy,Hardy,Clinton,OK,Oklahoma,73601,United States,North America,1963-11-04,1963,November,61,Contoso Projector 720p M620 White,Contoso,White,321.4400,699.0000,305,Projectors & Screens,3,Computers,1.0000,Digital Revolution (1951-1970)
1283009,2,2018-06-07,2018-11-07,205194,1024,9,CAD,2010-01-01,Male,Angelo,Allison,Kitchener,ON,Ontario,N2H 5A5,Canada,North America,1972-06-05,1972,June,52,A. Datum Bridge Digital Camera M300 Green,A. Datum,Green,85.9500,186.9000,401,Digital Cameras,4,Cameras and camcorders,1.3133,Tech Boom (1971-1990)
1414000,5,2018-11-14,2018-11-18,2024716,1024,2,USD,2010-01-01,Female,Else,Karlsen,Dallas,TX,Texas,75201,United States,North America,1995-11-13,1995,November,29,A. Datum Bridge Digital Camera M300 Green,A. Datum,Green,85.9500,186.9000,401,Digital Cameras,4,Cameras and camcorders,1.0000,Modern Era (1991-2015)
1828067,5,2020-02-01,2020-07-01,1366250,1024,7,USD,2010-01-01,Female,Stella,Krause,Rapid City,SD,South Dakota,57701,United States,North America,1964-06-04,1964,June,60,A. Datum Bridge Digital Camera M300 Green,A. Datum,Green,85.9500,186.9000,401,Digital Cameras,4,Cameras and camcorders,1.0000,Digital Revolution (1951-1970)
1284002,7,2018-07-07,2018-12-07,1521733,779,2,USD,2010-01-01,Female,Lisa,Sherman,Richmond,VA,Virginia,23222,United States,North America,1947-06-26,1947,June,77,Contoso Dual USB Power Adapter - power adapter E300 White,Contoso,White,20.3400,39.9000,308,Computers Accessories,3,Computers,1.0000,Early Era (1935-1950)
1284026,2,2018-07-07,2018-07-14,880192,2184,3,EUR,2010-01-01,Male,Husein,Westhoff,Den Haag,ZH,Zuid-Holland,2544 MJ,Netherlands,Europe,1964-06-26,1964,June,60,Fabrikam Coffee Maker 12C M100 Grey,Fabrikam,Grey,204.6400,445.0000,805,Coffee Machines,8,Home Appliances,0.8530,Digital Revolution (1951-1970)
1284027,2,2018-07-07,2018-11-07,1011043,194,7,GBP,2010-01-01,Male,Harrison,May,Alexandria,West Dunbartonshire,West Dunbartonshire,G83 9SR,United Kingdom,Europe,1997-03-31,1997,March,27,Litware Home Theater System 2.1 Channel E210 Black,Litware,Black,152.4400,299.0000,203,Home Theater System,2,TV and Video,0.7557,Modern Era (1991-2015)
